market,ticker,name,cik,yahoo_symbol,xueqiu_symbol,cninfo_plate,rss_urls,notes
US,OKLO,Oklo,,OKLO,OKLO,,https://oklo.com/newsroom,nuclear power for data centers
SH,688041,Hygon Information,,688041.SS,SH688041,sh,,CPU and AI chips
SH,688008,Montage Technology,,688008.SS,SH688008,sh,,memory interface chips
SH,688126,National Silicon,,688126.SS,SH688126,sh,,semiconductor wafers
SH,688072,Piotech,,688072.SS,SH688072,sh,,semiconductor equipment
SH,688120,Hwatsing Technology,,688120.SS,SH688120,sh,,semiconductor CMP equipment
SH,688521,Verisilicon,,688521.SS,SH688521,sh,,chip IP
SH,688099,Amlogic,,688099.SS,SH688099,sh,,AIoT chips
SH,688036,Transsion,,688036.SS,SH688036,sh,,consumer electronics
SH,600570,Hundsun Technologies,,600570.SS,SH600570,sh,,financial software
SZ,000938,Unisplendour,,000938.SZ,SZ000938,sz,,networking and cloud infrastructure
SZ,000063,ZTE,,000063.SZ,SZ000063,sz,,telecom equipment and servers
SZ,002156,Tongfu Microelectronics,,002156.SZ,SZ002156,sz,,advanced packaging
SZ,002185,Huatian Technology,,002185.SZ,SZ002185,sz,,semiconductor packaging
SZ,002049,Unigroup Guoxin,,002049.SZ,SZ002049,sz,,chips and memory
SZ,002463,WUS Printed Circuit,,002463.SZ,SZ002463,sz,,AI server PCB
SZ,300476,Victory Giant Technology,,300476.SZ,SZ300476,sz,,high-speed PCB
SZ,300433,Lens Technology,,300433.SZ,SZ300433,sz,,consumer electronics
SZ,300496,Thunder Software,,300496.SZ,SZ300496,sz,,edge AI and smart cockpit software
SZ,300454,Sangfor Technologies,,300454.SZ,SZ300454,sz,,cybersecurity and cloud
SZ,300033,Hithink RoyalFlush,,300033.SZ,SZ300033,sz,,financial AI software
SZ,300059,East Money,,300059.SZ,SZ300059,sz,,internet finance platform
SZ,002236,Dahua Technology,,002236.SZ,SZ002236,sz,,AI vision
SZ,002415,Hikvision,,002415.SZ,SZ002415,sz,,AI vision
SZ,002600,Lingyi iTech,,002600.SZ,SZ002600,sz,,consumer electronics components
SZ,300782,Maxscend Microelectronics,,300782.SZ,SZ300782,sz,,RF chips
